Laplacian Mean,Laplacian Standard Deviation,Canny Mean,Canny Standard Deviation,Hue Mean,Blue Mean,Green Mean,Red Mean,Shannons Entropy,Class
85.46667272,120.3641848,37.66525275,90.47634047,41.60015281,63.90734333,67.84195024,62.13207615,5.232018668,0
83.67012041,119.7235184,36.23483472,89.03325,40.32318877,61.5319074,65.638872,59.90936448,5.105267246,0
84.74352181,120.1104265,35.72929309,88.51207462,40.08230895,61.45948447,65.65452591,59.95493676,5.119683459,0
87.47925747,121.0500094,36.20072143,88.99826815,41.52952066,63.08938371,67.29783285,61.50440911,5.223939708,0
86.97019658,120.880989,36.02104172,88.81356986,40.92627648,63.60515908,67.54708512,61.81789442,5.241517798,0
82.3065395,119.2157967,34.26944158,86.97305891,39.22218235,60.10845837,63.94649138,58.01413696,5.033602435,0
83.73666921,119.7457544,34.2493677,86.95153578,40.51111489,61.24878477,64.99624553,59.06207183,5.104250766,0
84.53987659,120.0385322,33.48939269,86.12929649,40.11771655,61.12499946,65.3739238,59.27131205,5.133925968,0
84.21594745,119.9215268,34.13976184,86.83384093,40.96703807,61.95765046,65.9878924,59.80663682,5.144843213,0
84.66424772,120.0823152,35.67559853,88.45636945,41.2334076,63.11495744,67.12077122,60.86463061,5.209315436,0
74.7148852,116.0529523,31.43532965,83.83214843,32.73197106,61.81899603,66.6474299,60.32646512,4.639616628,0
85.02370616,120.2114417,36.84875068,89.65824556,41.70712127,64.14861337,67.9886318,61.6314046,5.250507922,0
84.68683247,120.0919441,36.13508107,88.93088096,41.5591763,63.00194388,67.08841539,60.53903287,5.199042688,0
86.26140478,120.6414163,36.67190347,89.47908628,42.17622758,63.22463478,67.43637572,60.72103703,5.247858203,0
87.17820575,120.9501232,36.88569647,89.69558515,41.45895902,62.12404853,66.72023292,59.83262009,5.247328561,0
88.66464423,121.434647,37.45503117,90.26712352,42.57324323,63.76885793,68.30403347,61.43423914,5.331526995,0
87.96581282,121.2095502,37.69259263,90.50347829,42.2387389,63.59863344,68.18273632,61.18382682,5.310979224,0
88.21869834,121.2934785,37.64062222,90.45187795,42.61260185,64.35996216,68.77001508,61.7661761,5.339285629,0
89.00633343,121.545146,37.89714919,90.7060038,42.34403683,64.16122614,68.75178173,61.75435586,5.356961768,0
90.33257639,121.9563574,38.28655786,91.08903195,43.2165579,64.84835417,69.32460962,62.34208957,5.412507186,0
90.5641507,122.0276297,38.92719795,91.712097,43.44887789,65.51303559,70.13903886,63.06275183,5.443073831,0
74.6862679,116.0403414,31.80552651,84.25448204,33.22767689,61.60122254,66.40982208,60.14093493,4.629294325,0
93.08442138,122.7602422,40.75342859,93.44133105,45.24662212,68.32770534,72.70370052,65.65430278,5.599980664,0
93.01887037,122.7442264,40.61697546,93.31446858,44.9717512,67.13012309,71.80778141,64.54659396,5.576493835,0
93.6025835,122.9059289,40.22227121,92.94540364,45.79042848,67.57876626,72.12917699,64.86868788,5.621540082,0
95.87700866,123.5110943,39.77842906,92.52662316,44.31784492,66.82097227,72.01452042,64.59627905,5.665503011,0
97.29209973,123.8635446,39.39924206,92.1656468,44.75051688,66.37786517,71.66026482,64.04853373,5.690068741,0
96.04183568,123.5525673,39.25429139,92.02687059,44.92954461,65.20096822,70.709919,62.80752352,5.629465079,0
96.45339445,123.6575137,40.18741902,92.91266438,46.63522813,67.56780761,72.8955936,64.9689636,5.705850601,0
97.95341111,124.0239238,40.6537981,93.34873976,46.82129198,68.16381234,73.68873771,65.61918158,5.76015113,0
100.5411298,124.6117325,41.94308319,94.53181468,48.48460278,71.32087399,76.78286111,68.63291383,5.933505755,0
98.34765269,124.1177377,41.13741856,93.79634602,47.39341959,68.6745061,74.23959759,65.87300306,5.799346971,0
75.37445022,116.3505464,32.51636361,85.05503405,33.83770268,63.08854048,67.64434336,61.56495674,4.677176541,0
100.4881476,124.6009003,41.35933963,94.00019485,48.02060996,69.04441174,74.70635772,66.38775892,5.861933689,0
101.3321499,124.7810015,41.17177815,93.82797084,47.17848779,68.3400235,74.32568853,66.0893359,5.865372735,0
101.0894677,124.7294834,41.50268932,94.13135798,47.41254592,69.25857903,74.98069836,67.09579103,5.892676022,0
99.55637035,124.3961031,41.23643329,93.88741693,46.65561834,68.41089809,74.08047277,66.44803948,5.820710448,0
99.17563596,124.3086274,40.94677825,93.62045613,46.66708458,68.69261823,73.99763112,66.79103507,5.796373048,0
98.26689642,124.0989518,39.69751777,92.44984648,45.51563338,67.35907063,72.85752156,65.77889608,5.723024607,0
97.91331889,124.0140383,40.52756663,93.23114198,45.65893188,68.52285399,73.60740529,66.73846482,5.745763458,0
95.20256293,123.3358035,40.00170482,92.73779348,44.11946,66.55468823,71.76137604,64.68818039,5.626901957,0
96.20550555,123.5948842,41.17239391,93.82853738,45.72197589,68.14114984,73.09469811,66.01979136,5.70014312,0
95.80312045,123.4928264,41.42227064,94.05782534,44.33282511,67.01609484,72.39093819,65.09142563,5.674609782,0
75.16346075,116.2574915,32.33532921,84.85243328,33.09063649,62.63823837,67.32503027,61.24609811,4.664675249,0
98.79846093,124.2237637,42.35896969,94.90655909,45.59469642,68.79905882,74.15593057,66.96656381,5.803380299,0
100.4645642,124.5960128,42.31931454,94.87096934,44.1910682,67.83227768,73.74005132,66.41606616,5.807734853,0
100.7786087,124.6632749,41.47941346,94.11008815,43.98471555,67.56614529,73.46422609,66.32920973,5.802496327,0
98.02767844,124.0423729,40.4540445,93.16250121,42.58769266,65.24210797,71.22439524,64.05355015,5.657096344,0
99.57744008,124.3992902,40.24640913,92.96806377,43.04930308,66.34075807,72.17695104,65.31558229,5.712982626,0
96.8397982,123.7544266,38.57473506,91.37038501,41.54438446,63.53752316,69.52612647,62.74893521,5.555292095,0
78.18788796,117.5722184,35.92830777,88.71795299,35.10005453,69.88369077,74.16874424,68.96506666,5.061173349,0
97.74496245,123.972887,38.58778925,91.38308803,41.94085147,64.90013045,70.80487694,64.38331093,5.60464461,0
96.40228175,123.6442574,38.02855306,90.83562177,41.6972565,64.33264352,70.26542294,63.94037721,5.546197516,0
97.30185391,123.8655317,38.61623751,91.41075848,41.61137225,65.87475231,71.66983499,65.5316326,5.602221564,0
96.13172842,123.5775494,39.25281356,92.02545346,40.8483194,65.04782283,70.73637847,64.68818618,5.533381035,0
77.67813017,117.3557887,32.22461498,84.72810047,34.62250912,56.01126291,60.06697234,54.72349284,4.765569844,0
95.13409923,123.3188489,39.44222233,92.20671229,40.76155425,65.78227529,71.08307008,65.30368864,5.516605173,0
93.73330497,122.9422802,38.79948865,91.5885871,39.86270798,64.65791913,69.9740032,64.2904973,5.431544895,0
93.62373243,122.9116964,37.93877478,90.74710429,39.66979152,65.44915172,70.47944969,65.08374235,5.432987876,0
91.81779734,122.399686,37.9746122,90.78245943,38.56229761,65.08419681,70.24064221,64.82924909,5.394388206,0
92.48186638,122.5905445,38.96931616,91.75275482,39.80954032,66.79955626,71.63583423,66.38009979,5.447604748,0
88.61121336,121.4192231,36.57732224,89.38297751,38.35532051,62.91169375,67.91071433,62.4732312,5.224540591,0
89.32779662,121.644795,38.43877454,91.2378656,39.05268712,65.40320274,69.99982759,64.72051786,5.309964743,0
89.00771225,121.5452435,39.58052276,92.33859172,41.1631647,66.21593441,70.66389179,65.43270239,5.327704364,0
91.29431793,122.2430486,42.17202397,94.73851649,43.37335827,70.75586653,74.86378592,69.74653639,5.522628674,0
88.22071176,121.2927616,40.59246808,93.2916443,42.42659402,67.55618441,71.72984462,66.37818875,5.361644725,0
77.19942374,117.1522429,31.99062494,84.46424851,33.95464215,54.95844202,59.05423884,53.81126977,4.729794098,0
87.02692552,120.8997619,40.3565076,93.07127233,43.47694945,67.33393928,71.20259142,65.81198647,5.326811018,0
86.62509001,120.7651293,39.80133546,92.5483346,42.86232017,65.82324069,69.9200662,64.4270847,5.274905951,0
83.96751668,119.8316014,37.54616413,90.35794051,42.56670744,63.86257855,67.61571157,62.14791744,5.142812712,0
84.14387948,119.8970576,37.56746954,90.37914563,41.46844757,63.70026335,67.64002577,62.01907997,5.152756721,0
82.29445171,119.2120752,34.3354514,87.04376419,41.52412609,60.69935975,64.4592937,58.8138724,5.00149103,0
84.92642474,120.1769514,36.09062296,88.88518319,41.46208565,63.16881427,67.41833458,61.57825192,5.158186742,0
88.54767142,121.3988042,38.80613889,91.59502717,42.9817792,68.29697754,72.37606376,66.66484465,5.403026459,0
89.78874829,121.7904736,39.09505501,91.87391197,42.84675995,68.57733866,72.78679041,67.06119141,5.436293991,0
91.69252164,122.3624803,39.3757199,92.14315632,43.72600081,67.65636209,71.6889053,66.08287497,5.5211718,0
88.88764615,121.506828,37.70687834,90.51765188,42.51099608,63.54628487,67.72384008,61.97666378,5.323008057,0
78.50748261,117.7033351,32.0024476,84.47761529,34.30760006,55.95091473,59.83007204,54.76125241,4.787535073,0
89.56183156,121.7190968,37.60884883,90.4203016,42.86661506,64.62192233,68.70527108,62.97608231,5.368055323,0
91.85098095,122.409197,38.56648384,91.36235386,42.87283692,65.47749711,69.79693915,64.00956824,5.446668609,0
91.75837354,122.3823552,39.28606477,92.05732796,43.27746533,66.05959188,70.30289467,64.45568267,5.474272014,0
94.72152868,123.2076012,39.93902012,92.67861027,43.39120767,67.61795633,72.08339318,66.30435656,5.584127001,0
76.80603264,116.9822555,32.40848189,84.93440518,33.67131717,54.57361075,58.51076378,53.4381665,4.697389108,0
76.55613805,116.872798,32.15306329,84.64757327,33.59419463,54.5213013,58.33863791,53.36706058,4.67321857,0
76.02065922,116.6401719,31.37486169,83.7628067,33.28159119,53.17322072,57.10112523,52.18986227,4.616839935,0
77.03874817,117.0828456,31.98976288,84.4632737,33.18092525,54.26164915,58.19426534,53.37239912,4.664758135,0
78.9556863,117.8896088,32.60207785,85.15065691,32.97841496,55.80891055,59.86936305,55.16413447,4.769349858,0
79.67402749,118.181955,32.80577233,85.37712367,33.38389772,57.03634549,61.05691101,56.36500755,4.821719366,0
80.4275208,118.4863268,32.72670833,85.28934978,33.69993253,57.69028026,61.8639453,57.10429725,4.870308897,0
78.12763492,117.5477232,36.04973628,88.84311603,35.13395338,69.9572583,74.19921318,68.9960992,5.066493636,0
81.12428372,118.7575458,31.80638858,84.25546115,34.09915817,57.99368348,62.29567019,57.46930239,4.899239307,0
80.53192914,118.5254952,30.68409848,82.96343299,32.87195698,56.31167376,60.82216661,55.88577278,4.83467968,0
83.61403187,119.7051839,30.62276846,82.89180906,34.59359626,60.68438101,65.06187575,60.22768269,5.052147585,0
79.89806872,118.2756264,30.15983765,82.34769453,32.36358912,55.7779181,60.19758225,55.3817225,4.801229553,0
81.17176704,118.7771708,30.12055196,82.30123388,32.75693048,56.64017066,60.93905151,56.21182256,4.842784553,0
83.30404892,119.5881239,30.83508363,83.13930444,34.6181273,58.76838995,63.04977009,58.3215791,4.977712877,0
78.90036274,117.8683345,30.17005932,82.35977566,32.2355519,55.19560504,59.42589084,54.66795003,4.741729269,0
77.46162298,117.2652131,29.63446845,81.72262682,31.68592452,53.92714096,58.21850274,53.38327857,4.663600516,0
78.81659866,117.8334561,29.58816305,81.66714263,32.27935609,55.39516546,59.638702,54.79044731,4.737308186,0
79.76237286,118.2186094,29.79419743,81.91352846,32.6154276,56.00701439,60.38207216,55.57312442,4.788029553,0
78.61782159,117.7527987,35.90761813,88.69659285,35.09216744,69.52267578,73.92957938,68.76076897,5.074211652,0
80.0264556,118.3252242,29.48545374,81.54384539,32.82306248,56.70705607,61.0705742,56.19838926,4.813348144,0
79.55239807,118.1342686,29.52646357,81.59311343,33.35489841,56.23699448,60.71066082,55.7163495,4.791175375,0
79.87201832,118.2636667,29.74025657,81.84914517,33.71336728,56.91624944,61.30398904,56.29732575,4.820146277,0
81.43184129,118.8784938,30.84370432,83.14932654,34.8319628,57.96527288,62.35173991,57.28936333,4.888630509,0
80.7987309,118.6317526,31.12486182,83.47504262,35.03798317,58.65596704,62.89384773,57.82697004,4.900401394,0
80.63103708,118.5662587,31.51993552,83.92900108,34.94029898,58.34259087,62.70304226,57.60720776,4.897168793,0
80.95627115,118.6932535,31.44456609,83.84273145,35.40835197,59.13553456,63.30051758,58.23060116,4.922581994,0
80.89657882,118.6715311,31.39936907,83.79092275,35.23579386,58.63890677,62.92521495,57.81361354,4.91276251,0
81.36416528,118.8537835,32.32535385,84.84124427,35.52474233,59.88602343,64.05445182,58.96616973,4.970309352,0
80.55404059,118.5376346,32.84160975,85.41685522,34.8531069,59.35436958,63.45912853,58.43089422,4.924602773,0
78.94204388,117.8856843,35.25749529,88.0202836,35.18735285,69.3538108,73.74933172,68.53222905,5.068121519,0
80.13281844,118.3690954,33.14321059,85.7499055,35.03861294,59.70476301,63.6550021,58.64875029,4.920945673,0
79.20777542,117.9939732,32.95946684,85.54728277,35.14003036,59.0060567,62.91281034,57.99332899,4.87392283,0
80.19172453,118.3910949,33.33939277,85.96528395,35.88044969,60.45984137,64.23695246,59.39969265,4.933282497,0
79.23874373,118.0066969,32.08705347,84.57316143,35.09321062,59.14381332,63.06189073,58.2719481,4.870750056,0
79.33356692,118.0455755,30.92966487,83.24914637,34.65441241,58.95473923,62.9168623,58.22035728,4.862487975,0
80.52821862,118.5258944,30.8663644,83.17566033,34.11621408,59.721463,63.95844588,59.21951115,4.921124362,0
80.69007694,118.5877014,31.13397511,83.48556311,34.76188363,61.03461604,65.14525155,60.38994041,4.962189322,0
81.20299372,118.7908193,31.72030488,84.15759028,35.06392009,61.67578592,65.80000155,60.91938621,4.988683221,0
79.93476628,118.2862306,32.14234901,84.63550317,36.19397895,61.65647993,65.40206008,60.4559425,4.936422013,0
78.90908871,117.8707827,32.69665909,85.25594731,36.02600308,61.14989754,64.92759155,59.87793641,4.907271329,0
78.47835822,117.6936296,33.50897396,86.15066468,33.86319431,67.22848825,71.93837393,66.57013495,4.986842253,0
78.44193546,117.6769609,33.72005761,86.38039364,37.29732285,62.0423307,65.54260526,60.40283763,4.923007381,0
78.87704246,117.8588687,34.11082096,86.80271447,37.35374512,62.2890412,65.90841838,60.7430886,4.964770719,0
78.01483482,117.4973512,34.69025418,87.42197139,37.71385506,61.80515899,65.20112228,59.98515069,4.923573499,0
78.48452164,117.6950683,34.86451518,87.60660336,37.8804579,61.85674787,65.43586959,60.19175109,4.963508272,0
78.22872152,117.5882896,34.54973701,87.27255359,38.17410259,61.60095692,65.1441142,59.81494648,4.949018835,0
79.48601252,118.106013,34.75995858,87.49591258,37.45468683,60.97066166,64.97210472,59.54622788,4.975353123,0
56.30340998,105.7642054,5.591622915,37.34431144,22.06907608,63.75529279,64.52780135,65.73880965,4.012282781,1
54.12849168,104.2646053,1.597043564,20.11704652,20.43414738,62.26270392,62.78339381,63.99028929,3.506007136,1
56.1470631,105.659085,1.782388302,21.24457834,19.37683745,62.89553999,63.67972004,64.8910949,3.667216038,1
54.94765336,104.8372015,1.674876038,20.59825672,18.70820066,61.5656295,62.30240689,63.52815245,3.564749473,1
55.91751139,105.5006267,1.996427607,22.4745037,17.26758173,61.36968639,62.16913882,63.40188863,3.646839747,1
56.40974384,105.8333632,4.508618512,33.60610182,22.61043871,64.48865619,65.28037657,66.569213,4.00227459,1
55.62538075,105.3047706,1.736206058,20.96945715,16.6504894,61.01380131,61.8596818,63.10907075,3.609757961,1
55.28209829,105.0685509,1.789408003,21.28607666,14.84804943,60.2726788,61.13160044,62.4047308,3.633047583,1
54.93686229,104.8311968,1.914900553,22.01437705,14.24081994,60.26830374,61.08132421,62.3523378,3.588403351,1
54.81529469,104.7471704,1.941008915,22.16280121,13.62001177,59.62295392,60.54340503,61.81788138,3.627506065,1
53.63069032,103.9131931,1.621427788,20.26906653,12.91063754,58.63295488,59.5001543,60.7154005,3.530647674,1
